well,chemical,gene,CTvalue,replicate
c4,0.1ummeha,srebp,26.01,6
d4,1ummeha,srebp,26.1,6
e4,10ummeha,srebp,25.95,6
f4,20ummeha,srebp,25.96,6
a5,mi,srebp,26.37,6
b5,0.01ummeha,srebp,25.98,6
c5,0.1ummeha,srebp,25.8,6
d5,1ummeha,srebp,26.15,6
e5,10ummeha,srebp,25.92,6
f5,20ummeha,srebp,25.78,6
a6,mi,srebp,26.31,6
b6,0.01ummeha,srebp,26.01,6
c6,0.1ummeha,srebp,25.77,6
d6,1ummeha,srebp,26.02,6
e6,10ummeha,srebp,25.97,6
f6,20ummeha,srebp,25.63,6
a7,mi,srebp,26.29,5
b7,0.01ummehp,srebp,26.11,5
c7,0.1ummehp,srebp,26.06,5
d7,1ummehp,srebp,26.13,5
e7,10ummehp,srebp,25.82,5
f7,20ummehp,srebp,25.42,5
a8,mi,srebp,26.41,5
b8,0.01ummehp,srebp,26.12,5
c8,0.1ummehp,srebp,26.03,5
d8,1ummehp,srebp,26.12,5
e8,10ummehp,srebp,25.71,5
f8,20ummehp,srebp,25.33,5
a9,mi,srebp,26.35,5
b9,0.01ummehp,srebp,26.07,5
c9,0.1ummehp,srebp,26,5
d9,1ummehp,srebp,26.03,5
e9,10ummehp,srebp,25.8,5
f9,20ummehp,srebp,25.24,5
a1,mi,b-actin,18.36,4
b1,0.01ummehtp,b-actin,18.47,4
c1,0.1ummehtp,b-actin,18.2,4
d1,1ummehtp,b-actin,18.35,4
e1,10ummehtp,b-actin,18.23,4
f1,20ummehtp,b-actin,18.32,4
a2,mi,b-actin,18.32,4
b2,0.01ummehtp,b-actin,18.42,4
c2,0.1ummehtp,b-actin,18.12,4
d2,1ummehtp,b-actin,18.23,4
e2,10ummehtp,b-actin,18.02,4
f2,20ummehtp,b-actin,18.25,4
a3,mi,b-actin,18.23,4
b3,0.01ummehtp,b-actin,18.32,4
c3,0.1ummehtp,b-actin,18.15,4
d3,1ummehtp,b-actin,18.15,4
e3,10ummehtp,b-actin,18.1,4
f3,20ummehtp,b-actin,18.63,4
a4,mi,b-actin,18.35,4
b4,0.01ummeha,b-actin,18.32,4
c4,0.1ummeha,b-actin,18.11,4
d4,1ummeha,b-actin,18.1,4
e4,10ummeha,b-actin,18.08,4
f4,20ummeha,b-actin,18.78,4
a5,mi,b-actin,18.25,4
b5,0.01ummeha,b-actin,18.28,4
c5,0.1ummeha,b-actin,18.32,4
d5,1ummeha,b-actin,18.11,4
e5,10ummeha,b-actin,18.1,4
f5,20ummeha,b-actin,18.66,4
a6,mi,b-actin,18.3,4
b6,0.01ummeha,b-actin,18.5,4
c6,0.1ummeha,b-actin,18.38,4
d6,1ummeha,b-actin,18.31,4
e6,10ummeha,b-actin,18.08,4
f6,20ummeha,b-actin,18.09,4
a7,mi,b-actin,18.31,4
b7,0.01ummehp,b-actin,18.44,4
c7,0.1ummehp,b-actin,18.4,4
d7,1ummehp,b-actin,18.24,4
e7,10ummehp,b-actin,18.06,4
f7,20ummehp,b-actin,18.11,4
a8,mi,b-actin,18.37,4
b8,0.01ummehp,b-actin,18.52,4
c8,0.1ummehp,b-actin,18.32,4
d8,1ummehp,b-actin,18.36,4
e8,10ummehp,b-actin,18.12,4
f8,20ummehp,b-actin,18.09,4
a9,mi,b-actin,18.43,4
b9,0.01ummehp,b-actin,18.32,4
c9,0.1ummehp,b-actin,18.63,4
d9,1ummehp,b-actin,19.04,4
a10,mi,b-actin,18.46,4
b10,mie,b-actin,18.35,4
c10,mir,b-actin,18.66,4
d10,mid,b-actin,19.19,4
a11,mi,b-actin,18.48,4
b11,mie,b-actin,18.37,4
c11,mir,b-actin,18.86,4
d11,mid,b-actin,19.06,4
a1,mi,fabp4,24.28,4
b1,0.01ummehtp,fabp4,25.17,4
c1,0.1ummehtp,fabp4,25.06,4
d1,1ummehtp,fabp4,24.2,4
e1,10ummehtp,fabp4,23.91,4
f1,20ummehtp,fabp4,22.91,4
a2,mi,fabp4,24.47,4
b2,0.01ummehtp,fabp4,25.16,4
c2,0.1ummehtp,fabp4,24.85,4
d2,1ummehtp,fabp4,24.03,4
e2,10ummehtp,fabp4,23.89,4
f2,20ummehtp,fabp4,22.76,4
a3,mi,fabp4,24.42,4
b3,0.01ummehtp,fabp4,25.05,4
c3,0.1ummehtp,fabp4,24.71,4
d3,1ummehtp,fabp4,23.88,4
e3,10ummehtp,fabp4,23.7,4
f3,20ummehtp,fabp4,22.65,4
a4,mi,fabp4,25.33,4
b4,0.01ummeha,fabp4,25.82,4
c4,0.1ummeha,fabp4,25.15,4
d4,1ummeha,fabp4,24.59,4
e4,10ummeha,fabp4,24.64,4
f4,20ummeha,fabp4,24.14,4
a5,mi,fabp4,25.39,4
b5,0.01ummeha,fabp4,25.82,4
c5,0.1ummeha,fabp4,25.16,4
d5,1ummeha,fabp4,24.71,4
e5,10ummeha,fabp4,24.61,4
f5,20ummeha,fabp4,24.14,4
a6,mi,fabp4,25.4,4
b6,0.01ummeha,fabp4,25.73,4
c6,0.1ummeha,fabp4,25.18,4
d6,1ummeha,fabp4,24.46,4
e6,10ummeha,fabp4,24.49,4
f6,20ummeha,fabp4,24.06,4
a7,mi,fabp4,25.13,4
b7,0.01ummehp,fabp4,25.29,4
c7,0.1ummehp,fabp4,24.56,4
d7,1ummehp,fabp4,24.32,4
e7,10ummehp,fabp4,22.61,4
f7,20ummehp,fabp4,20.92,4
a8,mi,fabp4,25.11,4
b8,0.01ummehp,fabp4,25.2,4
c8,0.1ummehp,fabp4,24.59,4
d8,1ummehp,fabp4,24.22,4
e8,10ummehp,fabp4,22.47,4
f8,20ummehp,fabp4,20.95,4
a9,mi,fabp4,25.07,4
b9,0.01ummehp,fabp4,25.31,4
c9,0.1ummehp,fabp4,24.68,4
d9,1ummehp,fabp4,24.33,4
e9,10ummehp,fabp4,22.49,4
f9,20ummehp,fabp4,20.8,4
a10,mi,fabp4,26.38,4
b10,mie,fabp4,25.79,4
c10,mir,fabp4,19.47,4
d10,mid,fabp4,19.22,4
a11,mi,fabp4,26.52,4
b11,mie,fabp4,25.74,4
c11,mir,fabp4,19.3,4
d11,mid,fabp4,19.12,4
a12,mi,fabp4,26.46,4
b12,mie,fabp4,25.72,4
c12,mir,fabp4,19.35,4
d12,mid,fabp4,19.32,4
a1,mi,b-actin,17.47,7
b1,mie,b-actin,17.66,7
c1,mir,b-actin,17.64,7
d1,mid,b-actin,18.16,7
e1,mi,adipoq,23.61,7
f1,mie,adipoq,22.97,7
g1,mir,adipoq,18.43,7
h1,mid,adipoq,19.18,7
a2,mi,b-actin,17.34,7
b2,mie,b-actin,17.51,7
c2,mir,b-actin,17.78,7
d2,mid,b-actin,18.03,7
e2,mi,adipoq,23.62,7
f2,mie,adipoq,22.87,7
g2,mir,adipoq,18.28,7
h2,mid,adipoq,19.06,7
a3,mi,b-actin,17.24,7
b3,mie,b-actin,17.4,7
c3,mir,b-actin,17.63,7
d3,mid,b-actin,17.93,7
e3,mi,adipoq,23.45,7
f3,mie,adipoq,22.86,7
g3,mir,adipoq,18.29,7
h3,mid,adipoq,19.06,7
a4,mi,fabp4,23.6,7
b4,mie,fabp4,22.73,7
c4,mir,fabp4,17.77,7
d4,mid,fabp4,18.9,7
e4,mi,retn,25.38,7
f4,mie,retn,24.79,7
g4,mir,retn,20.02,7
h4,mid,retn,20.28,7
a5,mi,fabp4,23.5,7
b5,mie,fabp4,22.6,7
c5,mir,fabp4,17.65,7
d5,mid,fabp4,18.7,7
e5,mi,retn,25.26,7
f5,mie,retn,24.67,7
g5,mir,retn,20.07,7
h5,mid,retn,20.24,7
a6,mi,fabp4,23.48,7
b6,mie,fabp4,22.57,7
c6,mir,fabp4,17.79,7
d6,mid,fabp4,18.74,7
e6,mi,retn,25.23,7
f6,mie,retn,24.84,7
g6,mir,retn,19.98,7
h6,mid,retn,20.43,7
a7,mi,lpl,20.65,7
b7,mie,lpl,20.42,7
c7,mir,lpl,17.59,7
d7,mid,lpl,17.65,7
e7,mi,pparg,24.02,7
f7,mie,pparg,23.79,7
g7,mir,pparg,21.33,7
h7,mid,pparg,21,7
a8,mi,lpl,20.87,7
b8,mie,lpl,20.4,7
c8,mir,lpl,17.57,7
d8,mid,lpl,17.78,7
e8,mi,pparg,23.88,7
f8,mie,pparg,23.76,7
g8,mir,pparg,21.26,7
h8,mid,pparg,21.01,7
a9,mi,lpl,20.55,7
b9,mie,lpl,20.44,7
c9,mir,lpl,17.57,7
d9,mid,lpl,17.69,7
e9,mi,pparg,23.96,7
f9,mie,pparg,23.82,7
g9,mir,pparg,21.31,7
h9,mid,pparg,21.01,7
a10,mi,plin,27.16,7
b10,mie,plin,26.16,7
c10,mir,plin,21.7,7
d10,mid,plin,22.26,7
e10,mi,ppara,32.87,7
f10,mie,ppara,32.42,7
g10,mir,ppara,29.62,7
h10,mid,ppara,28.03,7
a11,mi,plin,26.78,7
b11,mie,plin,26.07,7
c11,mir,plin,21.54,7
d11,mid,plin,23.23,7
e11,mi,ppara,32.72,7
f11,mie,ppara,32.96,7
g11,mir,ppara,29.52,7
h11,mid,ppara,27.95,7
a12,mi,plin,26.39,7
b12,mie,plin,26.52,7
c12,mir,plin,21.93,7
d12,mid,plin,22.4,7
e12,mi,ppara,33.08,7
f12,mie,ppara,32.89,7
g12,mir,ppara,30.3,7
h12,mid,ppara,28.05,7
a1,mi,b-actin,18.01,3
b1,0.01umdehtp,b-actin,18,3
c1,0.1umdehtp,b-actin,18.05,3
d1,1umdehtp,b-actin,17.99,3
e1,10umdehtp,b-actin,17.69,3
f1,20umdehtp,b-actin,18.2,3
a2,mi,b-actin,17.9,3
b2,0.01umdehtp,b-actin,17.93,3
c2,0.1umdehtp,b-actin,17.94,3
d2,1umdehtp,b-actin,17.99,3
e2,10umdehtp,b-actin,17.55,3
f2,20umdehtp,b-actin,18.19,3
a3,mi,b-actin,17.91,3
b3,0.01umdehtp,b-actin,17.95,3
c3,0.1umdehtp,b-actin,17.82,3
d3,1umdehtp,b-actin,17.72,3
e3,10umdehtp,b-actin,17.46,3
f3,20umdehtp,b-actin,18.06,3
a4,mi,b-actin,17.61,3
b4,0.01ummehtp,b-actin,17.97,3
c4,0.1ummehtp,b-actin,17.84,3
d4,1ummehtp,b-actin,17.54,3
e4,10ummehtp,b-actin,17.61,3
f4,20ummehtp,b-actin,17.71,3
a5,mi,b-actin,17.66,3
b5,0.01ummehtp,b-actin,17.9,3
c5,0.1ummehtp,b-actin,17.85,3
d5,1ummehtp,b-actin,17.57,3
e5,10ummehtp,b-actin,17.64,3
f5,20ummehtp,b-actin,17.74,3
a6,mi,b-actin,17.62,3
b6,0.01ummehtp,b-actin,17.85,3
c6,0.1ummehtp,b-actin,18.04,3
d6,1ummehtp,b-actin,17.44,3
e6,10ummehtp,b-actin,17.62,3
f6,20ummehtp,b-actin,17.79,3
a7,mi,b-actin,17.94,3
b7,0.01ummehp,b-actin,18.03,3
c7,0.1ummehp,b-actin,17.65,3
d7,1ummehp,b-actin,17.63,3
e7,10ummehp,b-actin,17.9,3
f7,20ummehp,b-actin,17.87,3
a8,mi,b-actin,18.04,3
b8,0.01ummehp,b-actin,17.99,3
c8,0.1ummehp,b-actin,17.75,3
d8,1ummehp,b-actin,17.61,3
e8,10ummehp,b-actin,17.86,3
f8,20ummehp,b-actin,17.87,3
a9,mi,b-actin,18.11,3
b9,0.01ummehp,b-actin,18,3
c9,0.1ummehp,b-actin,17.72,3
d9,1ummehp,b-actin,17.63,3
e9,10ummehp,b-actin,18.02,3
f9,20ummehp,b-actin,17.91,3
a10,mi,b-actin,18.27,3
b10,mie,b-actin,17.98,3
c10,mir,b-actin,18.41,3
d10,mid,b-actin,18.53,3
a11,mi,b-actin,18.23,3
b11,mie,b-actin,18.01,3
c11,mir,b-actin,18.52,3
d11,mid,b-actin,18.84,3
a12,mi,b-actin,18.28,3
b12,mie,b-actin,18.08,3
c12,mir,b-actin,18.62,3
d12,mid,b-actin,18.55,3
a1,mi,fabp4,25.45,3
b1,0.01umdehtp,fabp4,25.25,3
c1,0.1umdehtp,fabp4,25.11,3
d1,1umdehtp,fabp4,24.26,3
e1,10umdehtp,fabp4,24.41,3
f1,20umdehtp,fabp4,25.02,3
a2,mi,fabp4,25.35,3
b2,0.01umdehtp,fabp4,25.13,3
c2,0.1umdehtp,fabp4,24.85,3
d2,1umdehtp,fabp4,24.24,3
e2,10umdehtp,fabp4,24.32,3
f2,20umdehtp,fabp4,24.9,3
a3,mi,fabp4,25.35,3
b3,0.01umdehtp,fabp4,25.07,3
c3,0.1umdehtp,fabp4,24.66,3
d3,1umdehtp,fabp4,24.19,3
e3,10umdehtp,fabp4,24.22,3
f3,20umdehtp,fabp4,24.67,3
a4,mi,fabp4,24.49,3
b4,0.01ummehtp,fabp4,25.15,3
c4,0.1ummehtp,fabp4,25.09,3
d4,1ummehtp,fabp4,24.4,3
e4,10ummehtp,fabp4,23.62,3
f4,20ummehtp,fabp4,22.1,3
a5,mi,fabp4,24.56,3
b5,0.01ummehtp,fabp4,25.18,3
c5,0.1ummehtp,fabp4,24.97,3
d5,1ummehtp,fabp4,24.43,3
e5,10ummehtp,fabp4,23.7,3
f5,20ummehtp,fabp4,22.12,3
a6,mi,fabp4,24.55,3
b6,0.01ummehtp,fabp4,25.14,3
c6,0.1ummehtp,fabp4,25.15,3
d6,1ummehtp,fabp4,24.37,3
e6,10ummehtp,fabp4,23.53,3
f6,20ummehtp,fabp4,21.98,3
a7,mi,fabp4,24.29,3
b7,0.01ummehp,fabp4,24.33,3
c7,0.1ummehp,fabp4,24.4,3
d7,1ummehp,fabp4,23.45,3
e7,10ummehp,fabp4,21.57,3
f7,20ummehp,fabp4,20.23,3
a8,mi,fabp4,24.3,3
b8,0.01ummehp,fabp4,24.24,3
c8,0.1ummehp,fabp4,24.44,3
d8,1ummehp,fabp4,23.36,3
e8,10ummehp,fabp4,21.43,3
f8,20ummehp,fabp4,20.21,3
a9,mi,fabp4,24.34,3
b9,0.01ummehp,fabp4,24.33,3
c9,0.1ummehp,fabp4,24.64,3
d9,1ummehp,fabp4,23.4,3
e9,10ummehp,fabp4,21.57,3
f9,20ummehp,fabp4,20.27,3
a10,mi,fabp4,24.83,3
b10,mie,fabp4,24.09,3
c10,mir,fabp4,18.9,3
d10,mid,fabp4,19.07,3
a11,mi,fabp4,24.92,3
b11,mie,fabp4,24.12,3
c11,mir,fabp4,18.87,3
d11,mid,fabp4,19.06,3
a12,mi,fabp4,24.99,3
b12,mie,fabp4,24.18,3
c12,mir,fabp4,19.02,3
d12,mid,fabp4,19.07,3
a1,mi,b-actin,18.22,2
b1,0.01umtpa,b-actin,18.24,2
c1,0.1umtpa,b-actin,18.04,2
d1,1umtpa,b-actin,18.69,2
e1,10umtpa,b-actin,18.34,2
f1,20umtpa,b-actin,18.16,2
a2,mi,b-actin,18.27,2
b2,0.01umtpa,b-actin,18.24,2
c2,0.1umtpa,b-actin,18.06,2
d2,1umtpa,b-actin,18.62,2
e2,10umtpa,b-actin,18.27,2
f2,20umtpa,b-actin,18.28,2
a3,mi,b-actin,18.12,2
b3,0.01umtpa,b-actin,18.23,2
c3,0.1umtpa,b-actin,17.88,2
d3,1umtpa,b-actin,18.5,2
e3,10umtpa,b-actin,18.23,2
f3,20umtpa,b-actin,18.19,2
a4,mi,b-actin,18.56,2
b4,0.01umdeha,b-actin,18.15,2
c4,0.1umdeha,b-actin,17.73,2
d4,1umdeha,b-actin,18,2
e4,10umdeha,b-actin,18.29,2
f4,20umdeha,b-actin,18.07,2
a5,mi,b-actin,18.48,2
b5,0.01umdeha,b-actin,18.11,2
c5,0.1umdeha,b-actin,17.76,2
d5,1umdeha,b-actin,18.01,2
e5,10umdeha,b-actin,18.23,2
f5,20umdeha,b-actin,18.04,2
a6,mi,b-actin,18.46,2
b6,0.01umdeha,b-actin,18.09,2
c6,0.1umdeha,b-actin,17.86,2
d6,1umdeha,b-actin,18.08,2
e6,10umdeha,b-actin,18.24,2
f6,20umdeha,b-actin,18.12,2
a7,mi,b-actin,18.6,2
b7,0.01umdehtp,b-actin,18.51,2
c7,0.1umdehtp,b-actin,18.03,2
d7,1umdehtp,b-actin,18.22,2
e7,10umdehtp,b-actin,18.04,2
f7,20umdehtp,b-actin,18.13,2
a8,mi,b-actin,18.8,2
b8,0.01umdehtp,b-actin,18.63,2
c8,0.1umdehtp,b-actin,18.09,2
d8,1umdehtp,b-actin,18.2,2
e8,10umdehtp,b-actin,18.08,2
f8,20umdehtp,b-actin,18.14,2
a9,mi,b-actin,18.54,2
b9,0.01umdehtp,b-actin,18.53,2
c9,0.1umdehtp,b-actin,18.16,2
d9,1umdehtp,b-actin,18.13,2
e9,10umdehtp,b-actin,18.16,2
f9,20umdehtp,b-actin,18.22,2
a10,mir,b-actin,18.52,2
b10,mid,b-actin,18.38,2
c10,mie,b-actin,18.13,2
d10,mi,b-actin,18.18,2
a11,mir,b-actin,18.51,2
b11,mid,b-actin,18.39,2
c11,mie,b-actin,18.14,2
d11,mi,b-actin,18.4,2
a12,mir,b-actin,18.51,2
b12,mid,b-actin,18.65,2
c12,mie,b-actin,18.33,2
d12,mi,b-actin,18.21,2
a1,mi,fabp4,25.4,2
b1,0.01umtpa,fabp4,25.42,2
c1,0.1umtpa,fabp4,25.83,2
d1,1umtpa,fabp4,25.22,2
e1,10umtpa,fabp4,26.14,2
f1,20umtpa,fabp4,25.03,2
a2,mi,fabp4,25.43,2
b2,0.01umtpa,fabp4,25.33,2
c2,0.1umtpa,fabp4,25.85,2
d2,1umtpa,fabp4,25.13,2
e2,10umtpa,fabp4,25.74,2
f2,20umtpa,fabp4,25.04,2
a3,mi,fabp4,25.21,2
b3,0.01umtpa,fabp4,25.24,2
c3,0.1umtpa,fabp4,25.61,2
d3,1umtpa,fabp4,24.99,2
e3,10umtpa,fabp4,25.46,2
f3,20umtpa,fabp4,24.93,2
a4,mi,fabp4,25.56,2
b4,0.01umdeha,fabp4,26,2
c4,0.1umdeha,fabp4,26.61,2
d4,1umdeha,fabp4,25.56,2
e4,10umdeha,fabp4,25.06,2
f4,20umdeha,fabp4,24.44,2
a5,mi,fabp4,25.52,2
b5,0.01umdeha,fabp4,25.91,2
c5,0.1umdeha,fabp4,26.57,2
d5,1umdeha,fabp4,25.56,2
e5,10umdeha,fabp4,24.9,2
f5,20umdeha,fabp4,24.31,2
a6,mi,fabp4,25.55,2
b6,0.01umdeha,fabp4,25.89,2
c6,0.1umdeha,fabp4,26.52,2
d6,1umdeha,fabp4,25.54,2
e6,10umdeha,fabp4,24.83,2
f6,20umdeha,fabp4,24.28,2
a7,mi,fabp4,25.25,2
b7,0.01umdehtp,fabp4,25.86,2
c7,0.1umdehtp,fabp4,26.04,2
d7,1umdehtp,fabp4,25.08,2
e7,10umdehtp,fabp4,25.19,2
f7,20umdehtp,fabp4,25.03,2
a8,mi,fabp4,25.47,2
b8,0.01umdehtp,fabp4,25.88,2
c8,0.1umdehtp,fabp4,25.9,2
d8,1umdehtp,fabp4,25.11,2
e8,10umdehtp,fabp4,25.05,2
f8,20umdehtp,fabp4,25.21,2
a9,mi,fabp4,25.17,2
b9,0.01umdehtp,fabp4,25.9,2
c9,0.1umdehtp,fabp4,26.05,2
d9,1umdehtp,fabp4,25.14,2
e9,10umdehtp,fabp4,25.12,2
f9,20umdehtp,fabp4,25.11,2
a10,mir,fabp4,18.79,2
b10,mid,fabp4,18.19,2
c10,mie,fabp4,25.19,2
d10,mi,fabp4,25.56,2
a11,mir,fabp4,18.81,2
b11,mid,fabp4,18.22,2
c11,mie,fabp4,25.32,2
d11,mi,fabp4,25.82,2
a12,mir,fabp4,18.93,2
b12,mid,fabp4,18.41,2
c12,mie,fabp4,25.29,2
d12,mi,fabp4,25.67,2
a1,mi,lpl,21.12,1
b1,0.01umtpa,lpl,21.34,1
c1,0.1umtpa,lpl,21.23,1
d1,1umtpa,lpl,20.97,1
e1,10umtpa,lpl,21.27,1
f1,20umtpa,lpl,21.2,1
a2,mi,lpl,21.03,1
b2,0.01umtpa,lpl,21.25,1
c2,0.1umtpa,lpl,21.11,1
d2,1umtpa,lpl,20.66,1
e2,10umtpa,lpl,21.23,1
f2,20umtpa,lpl,21.21,1
a3,mi,lpl,20.99,1
b3,0.01umtpa,lpl,21.22,1
c3,0.1umtpa,lpl,21.06,1
d3,1umtpa,lpl,20.58,1
e3,10umtpa,lpl,21.09,1
f3,20umtpa,lpl,21.15,1
a4,mi,lpl,21.07,1
b4,0.01umdehtp,lpl,21.14,1
c4,0.1umdehtp,lpl,21.28,1
d4,1umdehtp,lpl,21.09,1
e4,10umdehtp,lpl,21.18,1
f4,20umdehtp,lpl,21.39,1
a5,mi,lpl,21.16,1
b5,0.01umdehtp,lpl,21.15,1
c5,0.1umdehtp,lpl,21.31,1
d5,1umdehtp,lpl,21.14,1
e5,10umdehtp,lpl,21.3,1
f5,20umdehtp,lpl,21.41,1
a6,mi,lpl,21.18,1
b6,0.01umdehtp,lpl,21.16,1
c6,0.1umdehtp,lpl,21.47,1
d6,1umdehtp,lpl,21.15,1
e6,10umdehtp,lpl,21.32,1
f6,20umdehtp,lpl,21.36,1
a7,mi,lpl,21.19,1
b7,0.01umdeha,lpl,21.32,1
c7,0.1umdeha,lpl,21.13,1
d7,1umdeha,lpl,21.12,1
e7,10umdeha,lpl,20.86,1
f7,20umdeha,lpl,21.04,1
a8,mi,lpl,21.23,1
b8,0.01umdeha,lpl,21.34,1
c8,0.1umdeha,lpl,21.2,1
d8,1umdeha,lpl,21.2,1
e8,10umdeha,lpl,20.92,1
f8,20umdeha,lpl,21.09,1
a9,mi,lpl,21.23,1
b9,0.01umdeha,lpl,21.34,1
c9,0.1umdeha,lpl,21.23,1
d9,1umdeha,lpl,21.16,1
e9,10umdeha,lpl,20.96,1
f9,20umdeha,lpl,21.02,1
a10,mir,lpl,18.45,1
b10,mid,lpl,18.56,1
c10,mie,lpl,20.17,1
d10,mi,lpl,20.43,1
a11,mir,lpl,18.5,1
b11,mid,lpl,18.62,1
c11,mie,lpl,20.29,1
d11,mi,lpl,20.66,1
a12,mir,lpl,18.55,1
b12,mid,lpl,18.73,1
c12,mie,lpl,20.47,1
d12,mi,lpl,20.67,1
a1,mi,plin,27.58,1
b1,0.01umtpa,plin,29.2,1
c1,0.1umtpa,plin,30.31,1
d1,1umtpa,plin,27.44,1
e1,10umtpa,plin,30.08,1
f1,20umtpa,plin,30.03,1
a2,mi,plin,27.55,1
b2,0.01umtpa,plin,29.42,1
c2,0.1umtpa,plin,29.1,1
d2,1umtpa,plin,28.11,1
e2,10umtpa,plin,29.92,1
f2,20umtpa,plin,29.33,1
a3,mi,plin,28.56,1
b3,0.01umtpa,plin,29.17,1
c3,0.1umtpa,plin,29.02,1
d3,1umtpa,plin,27.92,1
e3,10umtpa,plin,29.76,1
f3,20umtpa,plin,29.28,1
a4,mi,plin,28.25,1
b4,0.01umdehtp,plin,28.78,1
c4,0.1umdehtp,plin,29.49,1
d4,1umdehtp,plin,29.55,1
e4,10umdehtp,plin,30.1,1
f4,20umdehtp,plin,30.09,1
a5,mi,plin,28.41,1
b5,0.01umdehtp,plin,29.09,1
c5,0.1umdehtp,plin,29.36,1
d5,1umdehtp,plin,29.52,1
e5,10umdehtp,plin,30.11,1
f5,20umdehtp,plin,30.08,1
a6,mi,plin,28.33,1
b6,0.01umdehtp,plin,29.04,1
c6,0.1umdehtp,plin,29.84,1
d6,1umdehtp,plin,29.56,1
e6,10umdehtp,plin,29.68,1
f6,20umdehtp,plin,29.9,1
a7,mi,plin,29.58,1
b7,0.01umdeha,plin,29.52,1
c7,0.1umdeha,plin,30.01,1
d7,1umdeha,plin,29.65,1
e7,10umdeha,plin,28.14,1
f7,20umdeha,plin,29.8,1
a8,mi,plin,29.21,1
b8,0.01umdeha,plin,29.95,1
c8,0.1umdeha,plin,30.17,1
d8,1umdeha,plin,29.14,1
e8,10umdeha,plin,28.42,1
f8,20umdeha,plin,29.98,1
a9,mi,plin,29.16,1
b9,0.01umdeha,plin,29.98,1
c9,0.1umdeha,plin,30.22,1
d9,1umdeha,plin,29.86,1
e9,10umdeha,plin,28.43,1
f9,20umdeha,plin,29.53,1
a10,mir,plin,24.66,1
b10,mid,plin,24.82,1
c10,mie,plin,27.48,1
d10,mi,plin,27.6,1
a11,mir,plin,24.68,1
b11,mid,plin,25.04,1
c11,mie,plin,27.47,1
d11,mi,plin,27.61,1
a12,mir,plin,24.63,1
b12,mid,plin,24.89,1
c12,mie,plin,27.52,1
d12,mi,plin,27.77,1
a1,mi,lpl,21.74,2
b1,0.01umtpa,lpl,21.83,2
c1,0.1umtpa,lpl,21.48,2
d1,1umtpa,lpl,21.92,2
e1,10umtpa,lpl,21.76,2
f1,20umtpa,lpl,21.5,2
a2,mi,lpl,21.69,2
b2,0.01umtpa,lpl,21.78,2
c2,0.1umtpa,lpl,21.49,2
d2,1umtpa,lpl,21.72,2
e2,10umtpa,lpl,21.73,2
f2,20umtpa,lpl,21.5,2
a3,mi,lpl,21.58,2
b3,0.01umtpa,lpl,21.75,2
c3,0.1umtpa,lpl,21.38,2
d3,1umtpa,lpl,21.76,2
e3,10umtpa,lpl,21.52,2
f3,20umtpa,lpl,21.38,2
a4,mi,lpl,21.71,2
b4,0.01umdehtp,lpl,21.87,2
c4,0.1umdehtp,lpl,21.59,2
d4,1umdehtp,lpl,21.69,2
e4,10umdehtp,lpl,21.39,2
f4,20umdehtp,lpl,21.39,2
a5,mi,lpl,21.89,2
b5,0.01umdehtp,lpl,21.92,2
c5,0.1umdehtp,lpl,21.68,2
d5,1umdehtp,lpl,21.74,2
e5,10umdehtp,lpl,21.51,2
f5,20umdehtp,lpl,21.65,2
a6,mi,lpl,21.82,2
b6,0.01umdehtp,lpl,21.9,2
c6,0.1umdehtp,lpl,21.9,2
d6,1umdehtp,lpl,21.77,2
e6,10umdehtp,lpl,21.55,2
f6,20umdehtp,lpl,21.56,2
a7,mi,lpl,21.96,2
b7,0.01umdeha,lpl,21.62,2
c7,0.1umdeha,lpl,21.75,2
d7,1umdeha,lpl,21.67,2
e7,10umdeha,lpl,21.69,2
f7,20umdeha,lpl,21.53,2
a8,mi,lpl,22.04,2
b8,0.01umdeha,lpl,21.63,2
c8,0.1umdeha,lpl,21.83,2
d8,1umdeha,lpl,21.67,2
e8,10umdeha,lpl,21.76,2
f8,20umdeha,lpl,21.54,2
a9,mi,lpl,22.04,2
b9,0.01umdeha,lpl,21.63,2
c9,0.1umdeha,lpl,21.87,2
d9,1umdeha,lpl,21.76,2
e9,10umdeha,lpl,21.75,2
f9,20umdeha,lpl,21.56,2
a10,mir,lpl,18.93,2
b10,mid,lpl,18.63,2
c10,mie,lpl,21.62,2
d10,mi,lpl,21.5,2
a11,mir,lpl,19,2
b11,mid,lpl,18.64,2
c11,mie,lpl,21.7,2
d11,mi,lpl,21.8,2
a12,mir,lpl,19.01,2
b12,mid,lpl,18.8,2
c12,mie,lpl,21.91,2
d12,mi,lpl,21.74,2
a1,mi,plin,29.91,2
b1,0.01umtpa,plin,30.63,2
c1,0.1umtpa,plin,30.68,2
d1,1umtpa,plin,31.21,2
e1,10umtpa,plin,31.37,2
f1,20umtpa,plin,30.73,2
a2,mi,plin,30.46,2
b2,0.01umtpa,plin,30.79,2
c2,0.1umtpa,plin,31.12,2
d2,1umtpa,plin,31.14,2
e2,10umtpa,plin,31.57,2
f2,20umtpa,plin,30.89,2
a3,mi,plin,30.5,2
b3,0.01umtpa,plin,30.95,2
c3,0.1umtpa,plin,30.76,2
d3,1umtpa,plin,30.79,2
e3,10umtpa,plin,31.54,2
f3,20umtpa,plin,30.87,2
a4,mi,plin,31.61,2
b4,0.01umdehtp,plin,31.92,2
